cleaned_text,label,lexicon_label
wkwkwk ga nyambung komunikasi nya jelek ninggalin sayang lg ketemu cowo tp gimana nikah isi ngobrol kalo ga nyambung capee yaudah emang jodoh,cyberbullying,cyberbullying
kereeen kakak neng denger kabar dd baiik gimanaa yuk semangat oa lucu lucu loh dd gt,non-cyberbullying,non-cyberbullying
temen lu detail informasi nya bahasa indonesia simple banget ngebuat gampang salah artiin ni dr prespektif artiin kerja jaga booth malu ngga ketemu bnyk orang ngga kenal gw yg intr,non-cyberbullying,non-cyberbullying
kalo sih paham betapa marah idola hate sampe segitunya tp yaudah biarin aja yg jahat udah kasih wadah nih ngelampiasin marah css kalo hasil lapor proses dgn sm css akun ju,non-cyberbullying,non-cyberbullying
ak elukh dik,non-cyberbullying,non-cyberbullying
bismillah moga kemarin,non-cyberbullying,non-cyberbullying
orang,non-cyberbullying,non-cyberbullying
ya allah engkau henti ku pikir bandel ngikutin ku kali engkau biar ya allahada ya allah,non-cyberbullying,non-cyberbullying
udah niat ga,non-cyberbullying,non-cyberbullying
upaya,non-cyberbullying,non-cyberbullying
banget sih,non-cyberbullying,non-cyberbullying
capecape ajar tkd baik akhlak luas wawas bangsa terima rekrutmen bumn eh terima titip angkat senjata tolakruutni,non-cyberbullying,non-cyberbullying
si maisy tweet direply akun joki udah ya stop nang korban banjir air mata moga anon kerja,non-cyberbullying,non-cyberbullying
yg rusak bangsa otang orang yg sll keritik tuk tujuannyajokowi buruk,non-cyberbullying,non-cyberbullying
lanang seng gak joko yo akeh wes tala jare tuhan laki perempuan kabeh enek jatahe seng takar gak tukar lapo panik,non-cyberbullying,non-cyberbullying
gaji suami sdh pasanhampir bulan spt itusampailah lelah yg ikhlas bantu krn yatimpiatu bantu org tua tp manusia lelah,non-cyberbullying,non-cyberbullying
masuk perkara pm agama islam lembaga sekutu peringkat negeri undang tubuh negeri sebut menteri bangsa melayu agama islam cadang had tempoh pm penggal wajar,non-cyberbullying,non-cyberbullying
nih bang langsung tamu bikin podcast,non-cyberbullying,non-cyberbullying
kali tunai solat fardhusunat laku ibadah perkara yg lazim panjat syukur allah kau tu kau hebat allah izin hamba allah yg tu allah izin,non-cyberbullying,non-cyberbullying
gimana sarana prasana bagus atur laksana jabat ampe gelintir rakyat aja laku makan hak orang tegur ngeyel sdm sdm,non-cyberbullying,non-cyberbullying
yo den umur,non-cyberbullying,non-cyberbullying
hindar aja deh orang kek gitu,non-cyberbullying,non-cyberbullying
nihil ya kak semangat ya kak moga dapet ganti,non-cyberbullying,non-cyberbullying
ralat nepotisme oligarki artist viral konten sdm milih jalan singkat,non-cyberbullying,non-cyberbullying
yap yg udh usaha orang,non-cyberbullying,non-cyberbullying
hrs jd org ya,non-cyberbullying,non-cyberbullying
halo selamat ulang zara moga doa segara kabul moga lancar mudah kuliah awalakhir harap lolos snbt amp,non-cyberbullying,non-cyberbullying
gak deh,non-cyberbullying,non-cyberbullying
yahh walopun dosbing ku greenflag alias dosen hati ramah jurus,non-cyberbullying,non-cyberbullying
agama terima hati allah udah kasih jalan manusia free will pilih jalan,non-cyberbullying,non-cyberbullying
nyiapin mental,non-cyberbullying,non-cyberbullying
selamat pagi kak sischa dm railmin respon ya trims,non-cyberbullying,non-cyberbullying
karyawan gaji gembar gembor bikin image cucur keringat ga bayar wajar sesuai umr omzet gede,non-cyberbullying,non-cyberbullying
nanya,non-cyberbullying,non-cyberbullying
prasangka allah ta,non-cyberbullying,non-cyberbullying
benci benci ama polisi sy pikir lbh manfaat polisi utk lawan dwifungsi tni,non-cyberbullying,non-cyberbullying
umur hidup lu ngerasain pasang milih hubung introspeksi salah tuh kek wkwkw monyet,non-cyberbullying,non-cyberbullying
tuh asi tubuh,non-cyberbullying,non-cyberbullying
sebak sbb finally pakai jugak tudung tutup aurat after so many years hidup as billionaire mcm yg ko ckp tu hamba cipta la doa la moga akhir hidup,non-cyberbullying,non-cyberbullying
baikbaik aja mamah,non-cyberbullying,non-cyberbullying
iyaa jd lbh lg ya,non-cyberbullying,non-cyberbullying
umur gin suka mikirin kayak mamah ga ya gua mamah istri yg ga neko sabar hingga dll,non-cyberbullying,non-cyberbullying
yupss gak expect ya,non-cyberbullying,non-cyberbullying
coba pikir baikbaik,non-cyberbullying,non-cyberbullying
izin ikut ganya ya kaa moga mark keliling sehat bahagia moga karirnya sukses moga mark sinar molo sukses harga jual album molo album of the year,non-cyberbullying,non-cyberbullying
moga sehat lindung buruk lancar rencana aamiin moga serta enhypen,non-cyberbullying,non-cyberbullying
oknam oknum tpi tindak pimpin gk sasar dgn si irwan yg konpres hoax dri pimpin yg tdkk itikad cenderung kecut tdk berani sanksi yg ikan busuk kepala,non-cyberbullying,non-cyberbullying
tu maaf org yg kena saman kali sebar fitnah org yg dah tau kalah fitnah fitnah nak combat fitnah ni dgn saman kawkaw,non-cyberbullying,non-cyberbullying
jd,non-cyberbullying,non-cyberbullying
yo jaga aman negara yo mateni sis,non-cyberbullying,non-cyberbullying
selamat pagi kak dm railmin respon ya trims,non-cyberbullying,non-cyberbullying
ya nggak sering,non-cyberbullying,non-cyberbullying
moga,non-cyberbullying,non-cyberbullying
dengar yg ya adip j,non-cyberbullying,non-cyberbullying
aamiin aamiin mudah segara urus niat hamba ya allah,non-cyberbullying,non-cyberbullying
moga ya,non-cyberbullying,non-cyberbullying
baikburuknya agama dap,non-cyberbullying,non-cyberbullying
selamat pagi mbintuals indah giat lancar awal senyum hanbin good luck for today,non-cyberbullying,non-cyberbullying
henti aja,non-cyberbullying,non-cyberbullying
kalo ga mending cut off aja si,non-cyberbullying,non-cyberbullying
idih aja idih,non-cyberbullying,non-cyberbullying
orang ya,non-cyberbullying,non-cyberbullying
gapapa gais,non-cyberbullying,non-cyberbullying
kakak udah bagus fans ksoo yg ga hate komen tetep kak kalo kakak udah muak ga terima langsung lapor aja css,non-cyberbullying,non-cyberbullying
derita nutupin asa gak enak jaga mood orang,non-cyberbullying,non-cyberbullying
wkwkwkwkwkw tulil bgt emg kesel gue,non-cyberbullying,non-cyberbullying
senang jaga baby susu tidur susu tidur fasa toddler ni ya ampun maciam maciam eh istighfar sis pergi school main kawankawan kat rumah ade je benda uji sabar maknya,non-cyberbullying,non-cyberbullying
selamat pagi yeoroubun semangat puasanye bismillah mudah dpt kabar dpt win bigwin badai sus aamiin,non-cyberbullying,non-cyberbullying
kadang emang gitu kak,non-cyberbullying,non-cyberbullying
tiada tindak isu hihi,non-cyberbullying,non-cyberbullying
bener banyak buat bikin mental,non-cyberbullying,non-cyberbullying
moga mark keliling sehat bahagia moga karirnya sukses moga mark sinar molo sukses harga piala jual album molo album of the year song of the,non-cyberbullying,non-cyberbullying
henti,non-cyberbullying,non-cyberbullying
sun laku tp once masyarakat ragu gagal bayar you are done,non-cyberbullying,non-cyberbullying
moga adminnya hati kembali,non-cyberbullying,non-cyberbullying
kalo ga siapasiapa nemenin saat orang nemenin orangorang sayang ga ngerasa rasain,non-cyberbullying,non-cyberbullying
tetep jd,non-cyberbullying,non-cyberbullying
kakk kah,non-cyberbullying,non-cyberbullying
ya janji penuh komunikasi,non-cyberbullying,non-cyberbullying
niat gue jegal putar milu kmrn anyway sebenernya gue golput kmrn gue cuman ramai aja gue ngira prabowo orng militer but tau dwifungsi abri aka,non-cyberbullying,non-cyberbullying
agama usaha mend,non-cyberbullying,non-cyberbullying
gak lho,non-cyberbullying,non-cyberbullying
ya,non-cyberbullying,non-cyberbullying
baik ibadah hidup,non-cyberbullying,non-cyberbullying
iyaa diam,non-cyberbullying,non-cyberbullying
jim sekertaris ming kerja bagus tp yg gue not ni orang tipe planga plongo lovingly lucu gtu tambah kerja sekertaris manut atas jdi lucu liat,non-cyberbullying,non-cyberbullying
pesona lelaki baikbaik,non-cyberbullying,non-cyberbullying
baik lg,non-cyberbullying,non-cyberbullying
bener banget,non-cyberbullying,non-cyberbullying
ku baca sih peluang kerja perempuan jepang cina mandarin jepang korea sulit jarang kepake usaha multinasional jarang l,non-cyberbullying,non-cyberbullying
selamat pagi futaboshisan keluar suara keras,non-cyberbullying,non-cyberbullying
rant nya udah langsung ngasih contoh actionable ya share make ai produktivitas cari kerja stay tuned ya rame,non-cyberbullying,non-cyberbullying
hi temanteman selamat pagi selamat semangat jalan moga bahagia serta lancar hambat ujung moga jalan sesuai harap sebaikbaiknya tuhan atur sehat ya,non-cyberbullying,non-cyberbullying
nasib i je cari mrt slow isnin haritu today lambat ye shshs korang ni do khianat customer servis lambat ceni i mean skrg mrt dah okay and laju at this hour i was talking abt slow tu,non-cyberbullying,non-cyberbullying
otot gitu,non-cyberbullying,non-cyberbullying
dijauhin yaa,non-cyberbullying,non-cyberbullying
cari ruqyah yg syariyah,non-cyberbullying,non-cyberbullying
gue pilih ya kalo gue sampe anak gaakan milih bapa gue ngorbanin cinta gue dah nikah org yg bertanggungjawab nikah org yg gue suka kalo gue ga ngeliat org wkwk,non-cyberbullying,non-cyberbullying
ambruk valuasi saham topang utama bbca bbri bmri yg fundamen lepas asingnaikin sesi ya intervensi fund plat merahasing mw masuk klw lokal mw cutlossbeli harga diskon klw rupiah gak aman ogah jg h,non-cyberbullying,non-cyberbullying
tau ga lolos emang ga indo,non-cyberbullying,non-cyberbullying
orang hati cenderung remeh ya,non-cyberbullying,non-cyberbullying
dgn jpj kena pandu owner,non-cyberbullying,non-cyberbullying
bilang indonesia baikbaik deym ruang transisi lupa kalo jargon ae lanjut bangun skrang thn an coba buka tuh pikirankalo liat realita cari solusi gausah nyinyir kalo kritik,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
bener maaf ya kecewa abang syukur abang sibuk enhypen sunbaenim dd baikbaik ajaaa sih abang,non-cyberbullying,non-cyberbullying
ya,non-cyberbullying,non-cyberbullying
ubah patah hebat,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
sih kak buktiin aja,non-cyberbullying,non-cyberbullying
niat,non-cyberbullying,non-cyberbullying
ga tuh klo sering,non-cyberbullying,non-cyberbullying
allah banget ramadan kali bener ngerasa dicurahin berkah ga habis kasih hati tenang kasih sehat raga titip rezeki gw pribadi orang bener ga duga,non-cyberbullying,non-cyberbullying
doktor kalo uipm kaya raffi ahmad ya ga malih,non-cyberbullying,non-cyberbullying
jahat,non-cyberbullying,non-cyberbullying
pikir ya,non-cyberbullying,non-cyberbullying
ya,non-cyberbullying,non-cyberbullying
dukung dimedsos galang tenaga perang gaza omong medsos fakta no debat,non-cyberbullying,non-cyberbullying
loveyus fandom akun purapura suka karina sejati karina hujat nyata,non-cyberbullying,non-cyberbullying
yaa,non-cyberbullying,non-cyberbullying
respect sby pimpin yg selesai kutak atikk demokrasi sangattt ksatriaaaa,non-cyberbullying,non-cyberbullying
iya,non-cyberbullying,non-cyberbullying
doa pimpin presiden adil cerdas amanah bagus doa kampanye pilpres doa semangat doa pimpin presiden banding,non-cyberbullying,non-cyberbullying
lombok utara orang relatif santai gera kolektif gerak kali polres nya bakar wkwkwwk camat,non-cyberbullying,non-cyberbullying
jngat ka,non-cyberbullying,non-cyberbullying
ak,non-cyberbullying,non-cyberbullying
konsep bagus sie biar hindar zina sisi kayak main janji yg tuhan ya kawin sah nikah halal klo gak cocok cerai kayak tuhan janji pasang yg untuk bohong klo dah bosen cerai hm,non-cyberbullying,non-cyberbullying
bikin kebun bikin istana wkwkw,non-cyberbullying,non-cyberbullying
makasih mark orang orang percaya harap moga langkah ambil bikin happy molo moga karya nya ngungkapin,non-cyberbullying,non-cyberbullying
liat proses nggak,non-cyberbullying,non-cyberbullying
terkadang lepas,non-cyberbullying,non-cyberbullying
doa engga yg muluk muluk dihadapin org org aja kerja capek bgt gaada energi ngehadepin org jahat jahat omong,non-cyberbullying,non-cyberbullying
mesti lupa doa moga baik met aktipitas met puasa moga kuat buka aamiin goodmooning all,non-cyberbullying,non-cyberbullying
aamiin timakacihh cantik doanyaa moga halhal baik balik moga nya jalan yaa cantikk,non-cyberbullying,non-cyberbullying
tindak krja hebat bwt ubah,non-cyberbullying,non-cyberbullying
nasib ucap anwar nuzul quran bantai golong maha kaya terima gaji juta ringgit walhal syarikat rugi arah golong maha kaya sapura asa hati sedih d,non-cyberbullying,non-cyberbullying
pagi aralieeeeeeeeee semangat penuh banget karna sahur aja gak kaya kemarin yg,non-cyberbullying,non-cyberbullying
bgt kakak yah nyuruh ngentot ena ena,non-cyberbullying,non-cyberbullying
reaksi kalo yg make jaket yg model warna persis depan,non-cyberbullying,non-cyberbullying
ya harap feedback orang,non-cyberbullying,non-cyberbullying
jauh,non-cyberbullying,non-cyberbullying
nasionalis benci salah suku bahasabangsa sikap harga harga orang faham bahasa daerah,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
masyallah percaya,non-cyberbullying,non-cyberbullying
raja makmur hidup putri raja cantik jelita dewi galuh candra kirana samasama turun raja sifat beda candra kirana hati lembut dewi galuh iri licik candra kirana,non-cyberbullying,non-cyberbullying
yaa beda ketemu udah dewasa mandiri mah beda cerita serius emang niat,non-cyberbullying,non-cyberbullying
mlawan tpi tdk brani mmbunuh arti nya bunuh lbih jng gunakn keras sakit,non-cyberbullying,non-cyberbullying
masyaallah baikbaik banget,non-cyberbullying,non-cyberbullying
haruss yaa kak,non-cyberbullying,non-cyberbullying
cih kasi zayyan and friend sehat orang sehat,non-cyberbullying,non-cyberbullying
congratulations ya kak smg lingkung kembang moga lancar mudah keliling bahagia magelang buku yg aja gapapa beneran blm,non-cyberbullying,non-cyberbullying
alhamdulillah udah dijadiin istri nder feedback ga juang xixi,non-cyberbullying,non-cyberbullying
ya pagi pagi udah mood nonjok samsak kg gue ngga suka banget orang campur urus orang ngapain dah campur gitu lo es campur basic manner ngga tau ya kah gue ajarin hidup tetangga,non-cyberbullying,non-cyberbullying
drama debat mertua menantu konten real kalo real salah suami tinggal sana syukur sih mertua alhamdulillah mertua aman khangbhower,non-cyberbullying,non-cyberbullying
sorry zay g agency dah g treat lo,non-cyberbullying,non-cyberbullying
banget ya tetangga,non-cyberbullying,non-cyberbullying
selesai tanggungjwab anak teman mama buka puasa amp,non-cyberbullying,non-cyberbullying
anjayy iya lg klo au tuh badboy yg suka disalahpahami asli cm tutup tampil aje,non-cyberbullying,non-cyberbullying
kabar iqrom udh ganrug rb wkwkwk,non-cyberbullying,non-cyberbullying
yaps hikmah yg balik coba,non-cyberbullying,non-cyberbullying
prabowo omonlebih manfaatlan nusakabangantugak bikin lgujungnya bikin penjara proyek lahan korupsi,non-cyberbullying,non-cyberbullying
dzikir pagi tuh baca solat subuh kak kalo nunggu iqomah nya banyakin doa aja karna salah yg mustajab sholat rawatib qobliyah subuh kak,non-cyberbullying,non-cyberbullying
iya sbg dandanies jg sakit hati emg akun exols yg suka hate ksoo yaudah lapor aja css nghate kak hati dandanies jgn ikut dandanies ga susah kak,non-cyberbullying,non-cyberbullying
klo butuh duit gue minimal dikit kek,non-cyberbullying,non-cyberbullying
sepi ya sakit,non-cyberbullying,non-cyberbullying
matpel dukung alumni upnyk akre a sekolah top pakai sertif cuman serta osn biologi taruh upn pilih lolos pilih keduaa allah maha,non-cyberbullying,non-cyberbullying
bogum plis aja ya udah capek ngestan aktor problematic harap akhir bogum,non-cyberbullying,non-cyberbullying
iya sih lepas aja,non-cyberbullying,non-cyberbullying
kasi bgt org,non-cyberbullying,non-cyberbullying
maaf banget kalimat dengar tekan bangsa harap,non-cyberbullying,non-cyberbullying
oke kak noted yaa,non-cyberbullying,non-cyberbullying
mantap kapolri jalanin atur dg,non-cyberbullying,non-cyberbullying
allaahummarzuqnii maa yakfiinii wamna annii maa yuthghiinii ya allah beri rezeki cegah diri rezeki celaka,non-cyberbullying,non-cyberbullying
tetep jd ya,non-cyberbullying,non-cyberbullying
bne jgn pdean ga,non-cyberbullying,non-cyberbullying
sering deh,non-cyberbullying,non-cyberbullying
banget ya tetangganyaa,non-cyberbullying,non-cyberbullying
ko,non-cyberbullying,non-cyberbullying
spx rakus dgn monopoli kirim ga bareng kerja yg dr jawa kirim pulau yg emang kagak sm kurir maen retur aja jd emang sampah sih kerja ny bener,cyberbullying,cyberbullying
aamiin ya allah aamiin gak sayang makasih ya udah ngucapin hehehe doa cintasemangat sambut molo feat haechan,non-cyberbullying,non-cyberbullying
marketing director pt toyota astra motor jap ernando demily toyota alami tumbuh kumparanoto,non-cyberbullying,non-cyberbullying
sehat sehat orang,non-cyberbullying,non-cyberbullying
nasib mesin kopi sedap sahur spanish latte mocha hazelnut americano nyum nyum,non-cyberbullying,non-cyberbullying
mapan ga setia jus buah alias gula tok ga sehat,non-cyberbullying,non-cyberbullying
diskursus orang lailatul qadar righteous spouse qrt nya bilang mending cari hobi dll dah fokus nyari pasang doang gak salah lho doa pasang meni ibadah,non-cyberbullying,non-cyberbullying
keinget hp sinyal gue baal bantu temen deket bukain umum udah ampe warnet tetep gak buka untung temen gue wgwg,non-cyberbullying,non-cyberbullying
banget yaaa ga kayak,non-cyberbullying,non-cyberbullying
perihal gak salah prabowo turut indikator capres yg krn capres tdk langgar ham yg dicermatikan capr,non-cyberbullying,non-cyberbullying
gak,non-cyberbullying,non-cyberbullying
ya bilang indonesia ya ya aja gak ngerasa susah,non-cyberbullying,non-cyberbullying
iyq mqs tau makasih ya mas udah cinta lebih kurang buruk,non-cyberbullying,non-cyberbullying
harini mood so marah hadap mrt masalah ni,non-cyberbullying,non-cyberbullying
moga indonesia baikbaik kondisi perekonomiaannya,non-cyberbullying,non-cyberbullying
iya kmren,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
sih as fan gaboleh tentuin hidup hubung dukung udah bagus they have a healthy relationship tumbuh paham menguatin hubung,non-cyberbullying,non-cyberbullying
ya iya bu economist kelas paham tanda ya bu,non-cyberbullying,non-cyberbullying
pikir,non-cyberbullying,non-cyberbullying
ramadhan buat ngejahatin rakyat ga takut sm tuhan kah,non-cyberbullying,non-cyberbullying
deh,non-cyberbullying,non-cyberbullying
yg sering gak,non-cyberbullying,non-cyberbullying
gak vit a aja ya yg mata,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
aduh konsisten ngegym aja banh,non-cyberbullying,non-cyberbullying
langkah dapat mutih pajak bebas biaya bbn mutasi bayar pajak bbn mutasi mana gak samsat kendara turun pajak kendara layan wajib pajak customer baik,non-cyberbullying,non-cyberbullying
kelak,non-cyberbullying,non-cyberbullying
jaga baikbaik ya la be cautious take care,non-cyberbullying,non-cyberbullying
eh relate bgt cewe anak ga dket mama krn mama gmn ya org nya cuek jutek kdg kalo nanya aja lgsng kayak ngebentak jdi males gtu wkwkw,non-cyberbullying,non-cyberbullying
good morning ibun kabar aamiin aamiin aamiin,non-cyberbullying,non-cyberbullying
iya ka beljalqh melpae khan ad msa yg,non-cyberbullying,non-cyberbullying
gapapaa jalan,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
ya ampun bgt kaksemoga jg pilih ya allah pusing bgt bnyk biaya sekolah jg moga rezeki kakak ganti sm allah ya aamiin,non-cyberbullying,non-cyberbullying
mundur gak mundur ya ajathe point is kelola uang negara tidaksm simbol aja klw mundur krn uang negara krisis klw gak mundur ya sm muter otak gimana cari hutang,non-cyberbullying,non-cyberbullying
kemarin ingat militer elit dunia jgn main dirah demokrasi jaga anggota dpr yg rapat hotel mewah sambut pasar ekonomi dunia dg naik bursa luar batas wajar negara bayang,non-cyberbullying,non-cyberbullying
dah,non-cyberbullying,non-cyberbullying
nemu aja halhal jelek yg share,cyberbullying,cyberbullying
happy birthday ya cowok keren moga happy pokok doa km syg q muach thsongsofeunseok happyeunseokday,non-cyberbullying,non-cyberbullying
berpikit yg,non-cyberbullying,non-cyberbullying
coba terima sabar coba anugerah tulis hafidzahullahu moga allah jaga,non-cyberbullying,non-cyberbullying
makasih tehyo km bgt pas km ultah ganti ya alopyu so mach,non-cyberbullying,non-cyberbullying
tau kau pilih harap pada moga benarbenar hendak niat pada buka duakali pikir niat,non-cyberbullying,non-cyberbullying
cadang awak and go team building and muhasabah orang puasa puasa ni beb,non-cyberbullying,non-cyberbullying
baik hati yg,non-cyberbullying,non-cyberbullying
tumbuh,non-cyberbullying,non-cyberbullying
ya,non-cyberbullying,non-cyberbullying
kemarin orang,non-cyberbullying,non-cyberbullying
alhamdulillah uang ku tabung ku sdh ku titip simpan sang maha maha kuasa allah swt,non-cyberbullying,non-cyberbullying
moga,non-cyberbullying,non-cyberbullying
betultlglah jgn bt budaya yg xbermanfaat nisahur ni org nk tenang cuba bygkn org blk kje tgh mlm terawih sumealmost am bru tdo brhrp bngun sahur simple amp,non-cyberbullying,non-cyberbullying
baikbaik aja,non-cyberbullying,non-cyberbullying
diem,non-cyberbullying,non-cyberbullying
gw ken dandanies citra yg ikut kyungsoo kak yg akgae gitu qrt yg krn gabisa qrt dandanies yg nghate,non-cyberbullying,non-cyberbullying
iya jdi,non-cyberbullying,non-cyberbullying
sahur air mata sahur air muani,non-cyberbullying,non-cyberbullying
help rt ultah host aja ya giveaway rewards saldowelkinespgcaurum syarat rt amp,non-cyberbullying,non-cyberbullying
moga,non-cyberbullying,non-cyberbullying
udh,non-cyberbullying,non-cyberbullying
jaga,non-cyberbullying,non-cyberbullying
wkkwkwkwk kakak lupa liat treadnya sila sebar vote,non-cyberbullying,non-cyberbullying
bismillah yuk patungan bahagia adek santri hafal quran raya ikhtiar santri pagi orang sedekah,non-cyberbullying,non-cyberbullying
ken pribadi yg cuek gak dama orang deh nolong orang tipu hehehe serah aja,non-cyberbullying,non-cyberbullying
ya guru mapel gak ngasih sembarang nilai kalo tugas nya ikut quiz ikut asas projek milik adab yg,non-cyberbullying,non-cyberbullying
gapapa ya ra udh juang dgn istirahat ya habis semangat utbk inshaallah rezeki diutbk hebattt bgt pokok ny cewek dino,non-cyberbullying,non-cyberbullying
kejar,non-cyberbullying,non-cyberbullying
semga aja,non-cyberbullying,non-cyberbullying
komenan lo yg ga bobot mikir yg niat lo sangkal bilang yaudah sih biarin aja ga pengaruh lo nya org kek lo gada peduli sila hidup seteru,non-cyberbullying,non-cyberbullying
bnr oenting,non-cyberbullying,non-cyberbullying
bayangin gua ga sadar kepemcet emot pdhl mw pake emot sarange biji trs kirim tp gua ga sadar lgsg tarik nya yg bilang gua siswa,non-cyberbullying,non-cyberbullying
tuh bgt yaa,non-cyberbullying,non-cyberbullying
allah banget,non-cyberbullying,non-cyberbullying
yah usaha keras mas moga mas kerja yg mas butuh keluarga bayar pajak butuh tersier aamiin,non-cyberbullying,non-cyberbullying
yg ngirim terima kasih baik orang makasih lihat sisi ku apa harap bahagia terimakasih fans rj moga,non-cyberbullying,non-cyberbullying
moga aja,non-cyberbullying,non-cyberbullying
ya allah terima kasih lingkar teman penuh orang,non-cyberbullying,non-cyberbullying
yaa,non-cyberbullying,non-cyberbullying
pagi hidup cinta,non-cyberbullying,non-cyberbullying
kayak gin kalo kalo km gimana,non-cyberbullying,non-cyberbullying
oke laga menang,non-cyberbullying,non-cyberbullying
noo niat damping orang harga,non-cyberbullying,non-cyberbullying
ga harap,non-cyberbullying,non-cyberbullying
suka psikolog rewatch marapthon season orang buruk insekyur gais semangat,non-cyberbullying,non-cyberbullying
sakit iri dengki pelihara negri,non-cyberbullying,non-cyberbullying
polisi jahat berani tindak polisi jahat sederhana bikin sim tembak deh dasar konstitusi nya udah hukum dah berani nindak gak gw kagak berani dalih atas senior wkwkw,non-cyberbullying,non-cyberbullying
ig gw rame polisi keluarga bikin sg henti benci polisi polisi susah bro lo tutup mata laku oknum gak tindak oknum ya tetep komplot,non-cyberbullying,non-cyberbullying
pilih,non-cyberbullying,non-cyberbullying
mecoba laku mampu cara beda maaf bis laku,non-cyberbullying,non-cyberbullying
sering ga,non-cyberbullying,non-cyberbullying
usaha baik,non-cyberbullying,non-cyberbullying
wkwkwk mskipun niat besit berpoya poya,non-cyberbullying,non-cyberbullying
makasiiiiiii dafffaaaa ditungguuu yaa kabar snbt,non-cyberbullying,non-cyberbullying
morning moga temu orang orang,non-cyberbullying,non-cyberbullying
drop ihsg recovery sentimen negatif terus momentum turun indeed emas lindung nilai aset ketar tir beli harga lan,non-cyberbullying,non-cyberbullying
mantaap laksana dgn strategi,non-cyberbullying,non-cyberbullying
ga ya banding,non-cyberbullying,non-cyberbullying
move on nikmat sakit bulan sakit mati orang lupa,non-cyberbullying,non-cyberbullying
niat pamer niatbaik ikhlas dakwahislam motivasihidup reels viral fyp,non-cyberbullying,non-cyberbullying
jauh,non-cyberbullying,non-cyberbullying
oke terimakasih kasih ka masuk solusi baik sehat,non-cyberbullying,non-cyberbullying
wadu lepas aja dah,non-cyberbullying,non-cyberbullying
auh,non-cyberbullying,non-cyberbullying
anak bangsa kembang karya sesuai bidang,non-cyberbullying,non-cyberbullying
ya subfandom tuhh iri banget haechan pdhl dapet haechan sm mentangmentang yg lakuin haechan trending ngira haechan dapet treatment si ica gak gitu kocak kerja keras fans yg ruameee polll,non-cyberbullying,non-cyberbullying
sehat abang,non-cyberbullying,non-cyberbullying
ya hati ya kak,non-cyberbullying,non-cyberbullying
emang yakin menang murni hasil pilih hasil curang gak hasil perintah yg,non-cyberbullying,non-cyberbullying
usaha keluarga,non-cyberbullying,non-cyberbullying
bener banget sih kadang emang gitu,non-cyberbullying,non-cyberbullying
delay ya notifikasi nyaa wkwkw kaa kalo open po kabarinn,non-cyberbullying,non-cyberbullying
tahu bahawa nak luar tu nampak cantik iring dalam,non-cyberbullying,non-cyberbullying
im sorry to say but orang perempuan malaysia ni banyak cenderung invest duit barang make up pakai banding invest produk supplements kesihatan bantu pulih dalam,non-cyberbullying,non-cyberbullying
yg jgn sering ga,non-cyberbullying,non-cyberbullying
orang orang tp buruk orang gapapa tp gabisa lakuin,non-cyberbullying,non-cyberbullying
bangsa merdeka,non-cyberbullying,non-cyberbullying
coba istikharah dlu nder klo gak sreg kasih tanda mimpi gapapa tolak usaha dlam hati netral krna yg bom allah,non-cyberbullying,non-cyberbullying
emang aja,non-cyberbullying,non-cyberbullying
jaga lisan kit,non-cyberbullying,non-cyberbullying
pikir aja yg,non-cyberbullying,non-cyberbullying
wkwk,non-cyberbullying,non-cyberbullying
baikbaik ajaa tetep jaga sehat ya nacc lupa update fanfic terbarumuu tunggu,non-cyberbullying,non-cyberbullying
sudut pandang,non-cyberbullying,non-cyberbullying
kasihan polisipolisi tumbal pimpinanpimpinannya tau hukum indonesia penjara ajahabis bebas lagiwkwkwkwk selamat jalan polisi terimakasih ajar terbai,non-cyberbullying,non-cyberbullying
anak yg hasy samasama ancurnya ya tin sound horeg emosi,non-cyberbullying,non-cyberbullying
yg,non-cyberbullying,non-cyberbullying
engga sih kak,non-cyberbullying,non-cyberbullying
amin moga aja ya temu,non-cyberbullying,non-cyberbullying
jaga hati,non-cyberbullying,non-cyberbullying
kerja riz,non-cyberbullying,non-cyberbullying
hidup kalo yg tani juang orang tua anak dunia pandang wanita rukun warga dll sayang orang tua selagi,non-cyberbullying,non-cyberbullying
pikir yg mksdnya lu mati aja,non-cyberbullying,non-cyberbullying
hidup,non-cyberbullying,non-cyberbullying
gw ga nyalahin dandanies ya cm akun aja gw jg ga ngaturrr tp alangkah baik dandanies hati yg kyungsoo dandanies marah ksoo blur sbg dandanies langsung lapor aja css,non-cyberbullying,non-cyberbullying
salam sehat rakyat indonesia,non-cyberbullying,non-cyberbullying
sbn yield cocok investor hindar risiko ihsg tawar return volatil pilih gantung toleransi risiko amp,non-cyberbullying,non-cyberbullying
bener deh kalo orang tuh expect orang otomatis lo lakuin pamrih aja tau baik lo kasih tuhan balikinnya orang kindness is a cycle henti orang,non-cyberbullying,non-cyberbullying
cari sumber biar gak salah langkah,non-cyberbullying,non-cyberbullying
